timestamps,property_id,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,pred_price,price
2025-06-15 12:18:06.948230523,50928207,39.027313,-119.71699,3.0,2.0,516.0,1404.0,1.0,711483.79,725000.0
2025-06-15 14:16:02.471433435,89889684,43.751472,-115.997375,2.0,3.0,339.0,1840.0,1.22,617038.52,625000.0
2025-06-15 16:13:57.994636346,25712331,33.682297,-117.79975,2.0,2.0,799.0,1120.0,2500.0,906113.99,895000.0
2025-06-15 18:11:53.517839258,15046827,42.826134,-106.30602,4.0,2.0,120.0,2898.0,0.2864,349585.8,350000.0
2025-06-15 20:09:49.041042170,306581617,40.294888,-111.75453,7.0,4.0,211.0,4398.0,8276.4,921297.51,929000.0
2025-06-15 22:07:44.564245082,73709057,29.897766,-90.205734,3.0,2.0,160.0,1247.0,5235.912,198551.09,199999.0
2025-06-16 00:05:40.087447993,2068457146,34.65456,-92.92476,,,,,10454.4,15632.96,5000.0
2025-06-16 02:03:35.610650905,95817459,33.515224,-116.927475,,,,,4.668,108198.68,75000.0
2025-06-16 04:01:31.133853817,2067616181,32.00578,-102.11307,3.0,4.0,135.0,4405.0,0.34,553315.24,599000.0
2025-06-16 05:59:26.657056729,7117748,36.132183,-115.265686,3.0,2.0,281.0,1423.0,3920.0,388545.65,400000.0
2025-06-16 07:57:22.180259640,124944803,38.372196,-93.76875,4.0,2.0,161.0,1170.0,,196648.98,189500.0
2025-06-16 09:55:17.703462552,104466689,55.361557,-131.69402,3.0,3.0,124.0,1579.0,9899.0,214294.6,196000.0
2025-06-16 11:53:13.226665464,2071646960,30.283604,-95.47866,3.0,3.0,228.0,2893.0,,661359.15,660000.0
2025-06-16 13:51:08.749868376,2064322832,34.12018,-117.290474,9.0,9.0,412.0,2944.0,6969.0,1275213.51,1215000.0
2025-06-16 15:49:04.273071287,2066431530,47.166924,-122.192085,4.0,3.0,325.0,2564.0,5501.628,842430.04,833430.0
2025-06-16 17:46:59.796274199,102580922,30.292267,-94.22016,6.0,6.0,194.0,6413.0,4.93,1214763.75,1250000.0
2025-06-16 19:44:55.319477111,27128428,32.821888,-96.65317,3.0,1.0,238.0,965.0,7083.0,238506.42,229900.0
2025-06-16 21:42:50.842680022,2070244146,,,4.0,4.0,202.0,3947.0,,800341.86,799900.0
2025-06-16 23:40:46.365882934,97930902,31.153559,-97.920105,4.0,3.0,120.0,2490.0,8398.368,300623.8,299800.0
2025-06-17 01:38:41.889085846,2065464373,34.373825,-91.13525,1.0,1.0,97.0,480.0,0.52,68680.49,47000.0
2025-06-17 03:36:37.412288758,2064301073,35.409916,-97.26356,3.0,3.0,178.0,2750.0,,493789.07,490920.0
2025-06-17 05:34:32.935491669,2068816618,35.076183,-92.448875,4.0,5.0,181.0,3525.0,0.35,658276.32,640000.0
2025-06-17 07:32:28.458694581,8339,61.228058,-149.79956,2.0,1.0,196.0,942.0,6250.0,230452.71,185000.0
2025-06-17 09:30:23.981897493,112389227,40.187904,-121.12434,,,,,3.0,124225.88,119000.0
2025-06-17 11:28:19.505100405,318373205,60.05738,-151.28612,,,,,16.85,179557.75,28000.0
2025-06-17 13:26:15.028303316,65568353,41.893887,-87.626045,3.0,3.0,832.0,4200.0,,3194201.26,3495000.0
2025-06-17 15:24:10.551506228,2066968199,,,,,,,11.09,132170.9,66000.0
2025-06-17 17:22:06.074709140,23327089,45.79704,-122.544655,3.0,2.0,303.0,1547.0,10018.8,473227.82,469900.0
2025-06-17 19:20:01.597912052,63160032,32.32997,-106.729935,4.0,3.0,176.0,2321.0,0.25,397888.0,409000.0
2025-06-17 21:17:57.121114963,2068661493,29.760723,-95.87308,5.0,5.0,179.0,3241.0,8860.104,584433.91,582277.0
2025-06-17 23:15:52.644317875,63698059,41.909775,-87.6661,3.0,2.0,,0.0,,481953.0,499000.0
2025-06-18 01:13:48.167520787,7594516,33.380234,-111.93497,4.0,2.0,286.0,2056.0,9374.0,577936.94,589900.0
2025-06-18 03:11:43.690723699,2064287076,30.441177,-97.55989,4.0,3.0,228.0,2850.0,,650275.72,651360.0
2025-06-18 05:09:39.213926610,246801858,27.48914,-99.43176,4.0,3.0,125.0,2158.0,4501.0,288110.41,270000.0
2025-06-18 07:07:34.737129522,20323029,34.640743,-117.94138,2.0,2.0,299.0,1000.0,1.3,310594.97,299000.0
2025-06-18 09:05:30.260332434,2064089612,29.643618,-98.38893,3.0,2.0,204.0,2003.0,,409154.12,408995.0
2025-06-18 11:03:25.783535345,90262180,29.94116,-96.25314,3.0,2.0,220.0,1476.0,9235.0,323785.7,324900.0
2025-06-18 13:01:21.306738257,2071259202,,,,,,,3.444,113554.57,97000.0
2025-06-18 14:59:16.829941169,2065445357,,,3.0,2.0,232.0,1590.0,5410.0,372077.14,370000.0
2025-06-18 16:57:12.353144081,2064391146,29.31315,-98.54899,4.0,3.0,136.0,2416.0,,327644.79,328990.0
2025-06-18 18:55:07.876346992,2565447,38.717148,-90.68317,2.0,2.0,170.0,996.0,827.64,221537.73,169900.0
2025-06-18 20:53:03.399549904,2064109133,48.866737,-122.5984,4.0,3.0,319.0,2350.0,4356.0,742627.69,749950.0
2025-06-18 22:50:58.922752816,2097339306,32.11139,-94.84353,,,,,13.259,309515.88,159900.0
2025-06-19 00:48:54.445955728,24800867,37.74304,-122.17686,3.0,2.0,430.0,1219.0,5227.2,529937.0,525000.0
2025-06-19 02:46:49.969158639,2075507381,41.697693,-88.325066,3.0,3.0,157.0,1905.0,,306751.95,300000.0
2025-06-19 04:44:45.492361551,27020915,32.86048,-96.58092,3.0,2.0,182.0,2231.0,8049.888,405050.6,407000.0
2025-06-19 06:42:41.015564463,2066340165,,,4.0,3.0,226.0,3504.0,0.343,794332.63,794001.0
2025-06-19 08:40:36.538767375,87368664,30.899603,-93.98611,3.0,2.0,79.0,1756.0,0.378,132135.0,139900.0
2025-06-19 10:38:32.061970286,220790596,36.264313,-116.070854,,,,0.0,2.3,93629.84,85000.0
2025-06-19 12:36:27.585173198,8580602,32.10643,-110.79233,3.0,2.0,245.0,1427.0,7840.8,369621.9,349900.0
2025-06-19 14:34:23.108376110,2067026135,39.26163,-94.591866,4.0,3.0,221.0,2120.0,0.2752,468463.3,470060.0
2025-06-19 16:32:18.631579022,5114098,40.746223,-89.68881,2.0,2.0,75.0,2388.0,0.7,187645.99,179900.0
2025-06-19 18:30:14.154781933,2067506459,35.050884,-92.465744,3.0,3.0,161.0,2557.0,10018.8,406238.15,412001.0
2025-06-19 20:28:09.677984845,2068025278,35.32883,-112.15501,,,,,1.01,119214.36,124000.0
2025-06-19 22:26:05.201187757,2070769550,21.36149,-158.0494,2.0,2.0,488.0,940.0,,460852.99,459000.0
2025-06-20 00:24:00.724390669,2083331712,,,,,,,2.2,373018.0,350000.0
2025-06-20 02:21:56.247593580,248880100,47.247337,-119.84741,3.0,2.0,233.0,1797.0,7697.052,419479.94,420000.0
2025-06-20 04:19:51.770796492,2065773100,47.29629,-122.50049,3.0,2.0,660.0,1995.0,,1438786.2,1317770.0
2025-06-20 06:17:47.293999404,2066826658,41.892445,-87.70558,7.0,4.0,,,3175.0,387504.87,315000.0
2025-06-20 08:15:42.817202315,220076411,30.088326,-96.00402,,0.0,,,10.5,907227.3,1150000.0
2025-06-20 10:13:38.340405227,70464089,41.908867,-87.638,,,,,240.0,366807.25,35000.0
2025-06-20 12:11:33.863608139,2064295709,33.600067,-117.709694,2.0,2.0,376.0,1300.0,,493942.87,489000.0
2025-06-20 14:09:29.386811051,2064550966,39.682957,-104.807816,2.0,2.0,334.0,1249.0,,415478.89,417400.0
2025-06-20 16:07:24.910013962,2066797141,35.425083,-97.552734,4.0,3.0,132.0,2175.0,,291297.79,288990.0
2025-06-20 18:05:20.433216874,97728058,32.183865,-97.48285,,,,,0.574,129643.0,109500.0
2025-06-20 20:03:15.956419786,2069709865,41.197285,-87.6651,,,,,1.03,51454.5,20000.0
2025-06-20 22:01:11.479622698,316316286,38.650497,-94.34739,3.0,2.0,171.0,1310.0,0.3778,221761.6,225000.0
2025-06-20 23:59:07.002825609,226466486,38.71856,-93.23117,,,,,7500.0,28713.37,15500.0
2025-06-21 01:57:02.526028521,7235954,36.256443,-115.636246,3.0,2.0,374.0,1536.0,8712.0,569222.5,574990.0
2025-06-21 03:54:58.049231433,2067316870,37.40508,-121.88977,3.0,3.0,868.0,1455.0,,1361396.61,1263995.0
2025-06-21 05:52:53.572434345,2068761761,43.675953,-114.36999,4.0,5.0,1460.0,3115.0,0.42,4487077.8,4550000.0
2025-06-21 07:50:49.095637256,8707184,32.88476,-111.75442,5.0,3.0,172.0,2116.0,0.3205,363151.55,365000.0
2025-06-21 09:48:44.618840168,113455920,35.290447,-106.714195,2.0,2.0,137.0,1381.0,5662.8,194486.99,189900.0
2025-06-21 11:46:40.142043080,2098416680,26.211426,-97.720764,,,,,9.9464,551795.86,500000.0
2025-06-21 13:44:35.665245992,2068689720,32.74999,-97.591896,3.0,3.0,226.0,2337.0,1655.28,529557.13,529873.0
2025-06-21 15:42:31.188448903,2065572859,32.478203,-95.447105,4.0,3.0,260.0,2565.0,0.5,655928.12,669000.0
2025-06-21 17:40:26.711651815,8219327,33.214664,-111.88859,2.0,2.0,210.0,1585.0,7070.0,336535.28,334000.0
2025-06-21 19:38:22.234854727,82495223,21.285234,-157.83029,1.0,1.0,169.0,512.0,4400.0,216204.95,87000.0
2025-06-21 21:36:17.758057638,113479687,35.25158,-106.71281,4.0,2.0,122.0,2016.0,0.56,248112.0,247500.0
2025-06-21 23:34:13.281260550,120394125,33.922394,-97.312935,4.0,3.0,94.0,1680.0,0.34,158868.0,159000.0
2025-06-22 01:32:08.804463462,2069716457,30.25128,-95.52211,5.0,3.0,138.0,2733.0,,383965.22,378990.0
2025-06-22 03:30:04.327666374,2066763904,34.124016,-116.44142,,,,,0.729,54007.0,43400.0
2025-06-22 05:27:59.850869285,29446113,30.436485,-97.73727,4.0,2.0,402.0,1492.0,7374.708,606891.24,599900.0
2025-06-22 07:25:55.374072197,2072650162,30.446354,-94.18222,,0.0,,,18.0,370384.25,119700.0
2025-06-22 09:23:50.897275109,17685671,39.20332,-120.85568,2.0,2.0,816.0,827.0,28.0,824708.9,675000.0
2025-06-22 11:21:46.420478021,2072826142,38.218918,-91.17288,,,,,1.96,62035.0,29000.0
2025-06-22 13:19:41.943680932,2071740367,,,,,,,14.5,273451.9,107000.0
2025-06-22 15:17:37.466883844,2067752148,36.906635,-89.5206,0.0,0.0,,,,51307.89,12000.0
2025-06-22 17:15:32.990086756,2103286843,34.437107,-116.88283,,,,,2.2,64577.0,22500.0
2025-06-22 19:13:28.513289668,2081017691,30.211168,-95.73614,3.0,2.0,171.0,1751.0,,302168.21,300990.0
2025-06-22 21:11:24.036492579,2070244185,,,,,,,0.59,44146.75,7500.0
2025-06-22 23:09:19.559695491,2075693672,33.476353,-112.02562,3.0,3.0,283.0,2045.0,2362.0,569597.73,579900.0
2025-06-23 01:07:15.082898403,126240339,30.375399,-95.64263,3.0,5.0,265.0,3205.0,4530.24,855778.97,849500.0
2025-06-23 03:05:10.606101315,2064380882,39.23449,-108.89892,,,,,10.27,261997.97,215000.0
2025-06-23 05:03:06.129304226,2067809426,34.41726,-119.531425,,,,,1.52,1065933.0,1450000.0
2025-06-23 07:01:01.652507138,2065598271,42.064224,-123.703804,,,,,6.22,270394.25,225000.0
2025-06-23 08:58:57.175710050,247244932,37.117027,-93.05386,4.0,2.0,130.0,2292.0,0.43,298814.44,300000.0
2025-06-23 10:56:52.698912962,62713422,38.832844,-105.25742,4.0,2.0,215.0,2320.0,2.2,498663.82,499000.0
2025-06-23 12:54:48.222115873,91285241,38.105423,-98.65902,2.0,1.0,36.0,1154.0,0.2771,48727.97,42000.0
2025-06-23 14:52:43.745318785,231802142,29.347933,-97.118065,5.0,4.0,235.0,3711.0,27.4,867599.43,875000.0
2025-06-23 16:50:39.268521697,2068015411,,,,0.0,,,1.0,161091.0,109900.0
2025-06-23 18:48:34.791724609,2067615350,30.104641,-97.77677,4.0,3.0,209.0,1981.0,4791.6,412161.6,415620.0
2025-06-23 20:46:30.314927520,2069348534,34.51222,-112.30859,,,,,6.68,205521.56,79400.0
2025-06-23 22:44:25.838130432,2078658080,40.821835,-96.57625,,,,,8400.0,94782.97,74900.0
2025-06-24 00:42:21.361333344,80063219,29.896124,-98.43462,,,,,1.42,173222.0,192500.0
2025-06-24 02:40:16.884536256,352172,34.722557,-92.364655,2.0,2.0,52.0,1056.0,0.25,71364.5,55000.0
2025-06-24 04:38:12.407739167,13845451,39.437565,-105.34926,4.0,3.0,234.0,3726.0,6.5,875015.16,875000.0
2025-06-24 06:36:07.930942079,2069996726,35.894142,-97.6027,,0.0,,,5.0,118856.72,110000.0
2025-06-24 08:34:03.454144991,7472840,33.47023,-112.29248,4.0,3.0,277.0,1909.0,7155.0,522370.76,530000.0
2025-06-24 10:31:58.977347903,2067086361,47.12191,-122.38181,3.0,3.0,272.0,1506.0,,418315.77,409950.0
2025-06-24 12:29:54.500550814,221012024,45.882454,-123.95536,3.0,3.0,697.0,2938.0,2.04,1991326.95,2050000.0
2025-06-24 14:27:50.023753726,7963346,33.645164,-112.089,3.0,2.0,284.0,1227.0,7196.0,354697.95,349000.0
2025-06-24 16:25:45.546956638,2069183565,38.31886,-121.95112,4.0,4.0,290.0,3360.0,6608.052,939679.78,975764.0
2025-06-24 18:23:41.070159549,2064401054,,,3.0,3.0,85.0,2636.0,0.87,246350.2,225000.0
2025-06-24 20:21:36.593362461,2089284823,42.87496,-109.85442,,,,,0.81,1753288.09,110000.0
2025-06-24 22:19:32.116565373,21797317,35.945625,-97.603745,4.0,3.0,87.0,2571.0,0.69,236876.0,225000.0
2025-06-25 00:17:27.639768285,2071056684,36.40861,-95.7633,4.0,3.0,73.0,1960.0,0.8902,161241.9,144900.0
2025-06-25 02:15:23.162971196,3683589,41.9208,-87.769875,5.0,3.0,,,3125.0,389800.0,399000.0
2025-06-25 04:13:18.686174108,2065511388,,,2.0,2.0,38.0,980.0,,60724.39,38000.0
2025-06-25 06:11:14.209377020,121209729,30.228525,-94.30091,,,,,5.0,204143.99,129000.0
2025-06-25 08:09:09.732579932,2067601729,,,4.0,4.0,213.0,3580.0,9583.2,758453.47,764161.0
2025-06-25 10:07:05.255782843,20424343,33.872265,-118.40267,3.0,3.0,1432.0,2304.0,2292.0,3880085.12,3300000.0
2025-06-25 12:05:00.778985755,52355519,33.87044,-118.251884,3.0,3.0,398.0,2006.0,2782.0,789791.4,799000.0
2025-06-25 14:02:56.302188667,2065551236,29.810062,-95.27482,,0.0,,,0.4649,261009.0,280000.0
2025-06-25 16:00:51.825391579,18987207,35.64132,-117.75059,2.0,1.0,128.0,924.0,1.1,161258.0,119000.0
2025-06-25 17:58:47.348594490,53467905,39.242214,-121.03815,2.0,2.0,316.0,1417.0,0.28,433485.93,449000.0
2025-06-25 19:56:42.871797402,20282821,34.66451,-118.18442,4.0,2.0,288.0,1554.0,6659.0,463037.96,449000.0
2025-06-25 21:54:38.395000314,66804895,30.41864,-91.13398,2.0,2.0,148.0,1385.0,,203176.98,205000.0
2025-06-25 23:52:33.918203226,2064121552,33.216496,-104.45919,,,,,5.29,85995.9,59000.0
2025-06-26 01:50:29.441406137,2144439840,,,6.0,6.0,238.0,3750.0,7405.2,832610.7,895000.0
2025-06-26 03:48:24.964609049,6721640,35.128944,-106.65624,4.0,1.0,184.0,1512.0,10454.4,274004.92,279500.0
2025-06-26 05:46:20.487811961,28372775,29.90402,-95.63464,3.0,2.0,144.0,1718.0,6599.34,254052.9,249000.0
2025-06-26 07:44:16.011014872,2067762937,,,,,,,8232.84,43785.0,35000.0
2025-06-26 09:42:11.534217784,81675797,30.210518,-93.22811,3.0,2.0,164.0,1086.0,5000.688,183578.68,179000.0
2025-06-26 11:40:07.057420696,2066672411,,,4.0,3.0,223.0,2284.0,0.57,513034.22,510570.0
2025-06-26 13:38:02.580623608,112188956,41.164555,-111.988686,2.0,2.0,238.0,1995.0,6098.4,475856.3,475000.0
2025-06-26 15:35:58.103826519,191217664,34.653004,-112.41263,,,,,3.88,326140.92,427484.0
2025-06-26 17:33:53.627029431,115562703,37.578213,-106.15546,4.0,3.0,137.0,2434.0,0.26,329669.55,335000.0
2025-06-26 19:31:49.150232343,2067481686,,,,,,,38.0,216907.42,209000.0
2025-06-26 21:29:44.673435255,2076933453,33.610558,-116.43407,,0.0,,,2.5,154960.0,35000.0
2025-06-26 23:27:40.196638166,78802111,31.122519,-97.91666,3.0,2.0,102.0,1466.0,9361.044,143148.98,150000.0
2025-06-27 01:25:35.719841078,63551512,33.41102,-101.86939,3.0,2.0,105.0,1092.0,0.9856,134607.0,115000.0
2025-06-27 03:23:31.243043990,2071616265,34.25016,-116.123375,,,,,5.0,49637.68,23000.0
2025-06-27 05:21:26.766246902,2066972020,,,,0.0,,0.0,154.599,2102437.03,2715000.0
2025-06-27 07:19:22.289449813,18269776,39.500313,-121.32486,2.0,1.0,333.0,1000.0,16.0,329807.99,333000.0
2025-06-27 09:17:17.812652725,2065612935,,,,0.0,,,5227.0,121310.65,64000.0
2025-06-27 11:15:13.335855637,54139974,33.513638,-101.90688,4.0,3.0,130.0,3074.0,10877.0,392388.0,399900.0
2025-06-27 13:13:08.859058549,89612553,29.727747,-98.46395,3.0,3.0,205.0,2656.0,8276.4,551978.61,546000.0
2025-06-27 15:11:04.382261460,115936330,36.724186,-91.85319,3.0,2.0,28.0,4940.0,0.69,173452.7,139900.0
2025-06-27 17:08:59.905464372,2075759616,41.849052,-87.680984,7.0,5.0,,,2613.6,514521.3,545000.0
2025-06-27 19:06:55.428667284,53915185,45.519802,-122.58882,4.0,1.0,223.0,2407.0,3484.8,537557.78,537500.0
2025-06-27 21:04:50.951870196,2065589434,,,3.0,2.0,299.0,1574.0,7734.0,470438.36,471689.0
2025-06-27 23:02:46.475073107,2064239859,33.063606,-117.30433,5.0,6.0,343.0,4430.0,,1525294.85,1520000.0
2025-06-28 01:00:41.998276019,124641623,39.88514,-105.76069,1.0,1.0,1106.0,533.0,,783033.36,590000.0
2025-06-28 02:58:37.521478931,2076712412,29.355223,-95.329445,,0.0,,,1.87,262679.78,230000.0
2025-06-28 04:56:33.044681842,2066676214,,,3.0,3.0,216.0,2402.0,1306.8,519639.76,521133.0
2025-06-28 06:54:28.567884754,109857107,38.973026,-94.27122,5.0,5.0,141.0,3040.0,8370.0,436034.47,430000.0
2025-06-28 08:52:24.091087666,2065888441,40.400043,-111.79707,3.0,3.0,250.0,1581.0,1306.8,399691.8,395470.0
2025-06-28 10:50:19.614290578,2064110761,34.564304,-92.42941,3.0,2.0,138.0,1523.0,,211301.77,210900.0
2025-06-28 12:48:15.137493489,2106541411,48.02409,-118.14986,,,,,14.94,241539.91,140000.0
2025-06-28 14:46:10.660696401,2066845352,,,3.0,2.0,110.0,1544.0,4.31,180414.08,169900.0
2025-06-28 16:44:06.183899313,29324674,30.258104,-97.79056,2.0,2.0,488.0,942.0,2874.96,460047.0,460000.0
2025-06-28 18:42:01.707102225,86027209,34.667713,-99.3241,5.0,3.0,97.0,2773.0,0.4435,291426.8,270000.0
2025-06-28 20:39:57.230305136,119094890,41.872776,-87.62941,2.0,2.0,279.0,1700.0,,476000.08,475000.0
2025-06-28 22:37:52.753508048,104047850,35.137016,-114.5115,,0.0,,,10454.4,145801.82,115000.0
2025-06-29 00:35:48.276710960,104069391,35.15262,-114.563194,,0.0,,,0.29,74978.0,68500.0
2025-06-29 02:33:43.799913872,2064154764,,,16.0,15.0,652.0,5674.0,0.4255,3391369.95,3700000.0
2025-06-29 04:31:39.323116783,317325156,30.846123,-95.40723,3.0,2.0,45.0,3328.0,,162597.0,150000.0
2025-06-29 06:29:34.846319695,16651854,33.11169,-117.32201,6.0,5.0,1312.0,4569.0,,5060410.08,5995000.0
2025-06-29 08:27:30.369522607,2085536563,38.6213,-121.0676,3.0,3.0,401.0,1784.0,,817830.78,716990.0
2025-06-29 10:25:25.892725519,2067746934,30.054792,-95.35827,3.0,3.0,131.0,2100.0,4000.0,280478.87,276274.0
2025-06-29 12:23:21.415928430,4687331,41.75543,-88.37685,4.0,4.0,173.0,2135.0,0.2675,383096.85,370000.0
2025-06-29 14:21:16.939131342,2068408719,41.437153,-88.22679,3.0,2.0,227.0,1663.0,0.2992,386685.52,377900.0
2025-06-29 16:19:12.462334254,2065769232,,,4.0,4.0,219.0,3000.0,35.94,655602.51,659000.0
2025-06-29 18:17:07.985537165,249436418,35.24486,-106.75249,,,,,1.49,54268.84,24900.0
2025-06-29 20:15:03.508740077,2067162103,,,0.0,0.0,,,12.53,327266.37,313000.0
2025-06-29 22:12:59.031942989,2078233742,39.36662,-104.7978,4.0,2.0,328.0,1800.0,,644818.72,590950.0
2025-06-30 00:10:54.555145901,86010200,36.586987,-94.76698,4.0,4.0,171.0,4500.0,0.4304,754812.9,769900.0
2025-06-30 02:08:50.078348812,19891402,34.09682,-118.811195,,,,,1.9578,1987288.0,2900000.0
2025-06-30 04:06:45.601551724,109885348,39.075188,-94.57203,3.0,3.0,299.0,2300.0,5225.0,677036.19,689500.0
2025-06-30 06:04:41.124754636,2068687124,34.838146,-102.38438,,,,,8712.0,62790.92,17999.0
2025-06-30 08:02:36.647957548,331496456,38.974274,-94.98411,4.0,3.0,227.0,2173.0,8961.0,494349.07,494500.0
2025-06-30 10:00:32.171160459,299590780,29.404787,-98.728966,,,,,20.0,1557716.33,2180000.0
2025-06-30 11:58:27.694363371,317194996,29.33919,-89.41407,18.0,9.0,33.0,6750.0,,355046.55,229000.0
2025-06-30 13:56:23.217566283,52281690,32.19807,-94.99863,,,,,56.393,468492.68,563930.0
2025-06-30 15:54:18.740769195,80064513,29.920198,-98.33365,,0.0,,,1.13,216184.99,189000.0
2025-06-30 17:52:14.263972106,2066370381,,,,0.0,,,3.01,120851.87,92000.0
2025-06-30 19:50:09.787175018,231826712,30.935804,-97.03366,3.0,2.0,247.0,1815.0,14.568,448484.6,450000.0
2025-06-30 21:48:05.310377930,66434343,39.19306,-94.519356,3.0,2.0,108.0,2160.0,2.5,276043.89,235000.0
2025-06-30 23:46:00.833580842,188203121,38.83485,-121.273994,4.0,3.0,306.0,2932.0,7183.044,874944.47,899000.0
2025-07-01 01:43:56.356783753,20383032,33.973045,-118.404236,2.0,2.0,929.0,1398.0,6554.0,1438934.19,1300000.0
2025-07-01 03:41:51.879986665,2066402757,41.129444,-96.084175,,,,,,67554.99,64350.0
2025-07-01 05:39:47.403189577,48363251,42.340794,-122.838036,3.0,2.0,203.0,1476.0,1307.0,314164.1,299900.0
2025-07-01 07:37:42.926392489,250465069,33.56153,-97.83197,2.0,1.0,47.0,1260.0,8842.68,68592.98,60000.0
2025-07-01 09:35:38.449595400,231893927,32.852398,-98.42559,,,,,0.637,141017.4,150000.0
2025-07-01 11:33:33.972798312,2086426079,33.771206,-111.90788,,,,,4.37,603854.9,699000.0
2025-07-01 13:31:29.496001224,122537234,40.370968,-111.88201,6.0,4.0,241.0,3939.0,0.51,967247.0,949900.0
2025-07-01 15:29:25.019204135,2103028009,,,,,9.0,65652.0,1.5,1787263.0,600000.0
2025-07-01 17:27:20.542407047,133775134,34.40054,-110.04668,3.0,2.0,219.0,2048.0,1.5525,461241.5,450000.0
2025-07-01 19:25:16.065609959,2066407620,41.823,-88.2756,2.0,3.0,215.0,1603.0,1512.0,348258.9,345036.0
2025-07-01 21:23:11.588812871,82901700,33.96734,-117.620964,3.0,3.0,418.0,1552.0,3389.0,656117.0,649900.0
2025-07-01 23:21:07.112015782,2123162461,,,,0.0,,,5248.98,153601.0,70000.0
2025-07-02 01:19:02.635218694,2070904601,39.455322,-104.785324,3.0,2.0,321.0,2450.0,,770762.39,786900.0
2025-07-02 03:16:58.158421606,108150308,40.301888,-109.99313,3.0,1.0,115.0,2160.0,8712.0,251144.28,249000.0
2025-07-02 05:14:53.681624518,12768349,40.73257,-111.837875,5.0,2.0,420.0,2140.0,6969.6,901256.6,899900.0
2025-07-02 07:12:49.204827429,2064261293,,,,0.0,,,7.92,260636.44,260000.0
2025-07-02 09:10:44.728030341,2066494853,43.68919,-116.452286,4.0,4.0,287.0,3231.0,,913248.38,929900.0
2025-07-02 11:08:40.251233253,8274506,33.37068,-111.68406,4.0,3.0,222.0,3372.0,7361.64,732272.12,750000.0
2025-07-02 13:06:35.774436165,2105884015,36.84551,-94.61532,0.0,0.0,,,0.38,79144.18,15000.0
2025-07-02 15:04:31.297639076,2067845184,30.10241,-92.09061,4.0,2.0,136.0,1899.0,,267639.98,260000.0
2025-07-02 17:02:26.820841988,89543988,32.020267,-101.90315,4.0,3.0,219.0,2619.0,0.63,573269.1,575000.0
2025-07-02 19:00:22.344044900,75711154,39.116756,-94.77585,2.0,3.0,123.0,1474.0,2178.0,204914.0,182500.0
2025-07-02 20:58:17.867247812,21286727,33.805984,-118.270905,3.0,2.0,601.0,1330.0,5605.0,849062.96,799900.0
2025-07-02 22:56:13.390450723,2065516937,30.482126,-90.095,,,,,33.426,526347.33,569000.0
2025-07-03 00:54:08.913653635,2067089953,,,6.0,5.0,181.0,4425.0,0.4307,816577.45,800990.0
2025-07-03 02:52:04.436856547,2075320030,38.555775,-89.92766,3.0,2.0,226.0,1500.0,,345042.68,339936.0
2025-07-03 04:49:59.960059459,2091876168,42.32344,-88.99832,,,,,2.0,315338.31,261360.0
2025-07-03 06:47:55.483262370,83929214,39.643444,-119.85768,4.0,3.0,256.0,2108.0,7405.2,531986.8,539900.0
2025-07-03 08:45:51.006465282,2066983797,29.76883,-95.32409,3.0,3.0,242.0,1358.0,1933.0,341185.39,329990.0
2025-07-03 10:43:46.529668194,28245748,30.069069,-95.20593,3.0,2.0,182.0,1060.0,6446.88,196590.11,192999.0
2025-07-03 12:41:42.052871105,26468001,29.53123,-98.674355,3.0,2.0,149.0,1636.0,7187.4,250271.5,244900.0
2025-07-03 14:39:37.576074017,21758455,35.313885,-97.52708,4.0,2.0,136.0,1791.0,6970.0,250019.37,245000.0
2025-07-03 16:37:33.099276929,2064396425,31.309633,-98.2536,0.0,0.0,,,10.09,190751.48,134990.0
2025-07-03 18:35:28.622479841,2101159266,34.50899,-98.05806,,,,,0.29,90177.99,38600.0
2025-07-03 20:33:24.145682752,2066767353,47.538498,-117.10827,,,,,158.46,1131420.0,990375.0
2025-07-03 22:31:19.668885664,2064391961,33.77016,-118.082954,2.0,1.0,353.0,1100.0,1100.0,398705.9,389000.0
2025-07-04 00:29:15.192088576,83137313,33.84262,-117.21192,3.0,3.0,238.0,2162.0,3920.0,511715.38,515000.0
2025-07-04 02:27:10.715291488,18981882,34.85122,-119.1379,3.0,2.0,282.0,1376.0,10848.0,404409.99,389000.0
2025-07-04 04:25:06.238494399,251410129,32.70614,-92.05996,,,,,,81477.5,120000.0
2025-07-04 06:23:01.761697311,104639041,44.60639,-111.398346,4.0,5.0,631.0,4118.0,10.25,2667206.26,2600000.0
2025-07-04 08:20:57.284900223,2095529011,,,,,,,1.041,84960.62,29900.0
2025-07-04 10:18:52.808103135,2064164933,38.50036,-107.86216,3.0,2.0,289.0,1275.0,5662.8,379544.68,369000.0
2025-07-04 12:16:48.331306046,2070060828,34.131615,-116.08566,,,,,0.5706,48794.0,29900.0
2025-07-04 14:14:43.854508958,2076529696,30.56108,-97.45586,3.0,2.0,163.0,1008.0,,184947.27,164900.0
2025-07-04 16:12:39.377711870,2074356872,36.792084,-120.12589,0.0,0.0,,,20.0,1092163.45,800000.0
2025-07-04 18:10:34.900914782,2069314511,44.72112,-108.86641,3.0,2.0,331.0,1735.0,8189.28,577504.28,575000.0
2025-07-04 20:08:30.424117693,28090020,29.669924,-95.49721,4.0,2.0,194.0,2139.0,8280.0,414537.1,415000.0
